,sentence,metaphor,simile,question,reference,figure_of_speech,lists,repetition,personal_statement,value_statement,explicit_goal,believe_statement,It is a rare honor in this life to follow one of your heroes,0,0.1,0.2,0.3,0.4,0.5,0.6,1,0.7,0.8,0.9,Sentence,Metaphor refers to a word or phrase used to describe an object or action that is different from its original meaning. ,Lists are composed of at least three parts and usually a maximum of five. Can be explicit (using numbers) or implicit. ,The speaker clearly expresses that he/she truly believes that the vision and goal can be achieved. ,"Most of all, we must champion the American worker and the American small business",1.1,Oh my gosh! Oh my goodness! Thank you all so much,Unnamed: 13
61,"What matters is that millions of people struggle to get by or don’t have enough money at the end of the month after paying for transportation, student loans or prescription drugs.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
62,American workers are hurting.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
63,"In my own state, our neighbors in Wisconsin and Ohio, Pennsylvania and all over the country, wages have stagnated while CEO pay has skyrocketed.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
64,"So when the president says the economy is strong, my question is, strong for whom.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
65,Strong for the wealthy who are reaping rewards from tax cuts they don’t need.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
66,The American economy needs to be a different kind of strong.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
67,Strong for the science teacher spending her own money to buy supplies for her classroom.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
68,Strong for the single mom picking up extra hours so she can afford her daughter’s soccer cleats.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
69,Strong for the small business owner who has to make payroll at the end of the month.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
70,"Michigan invented the middle class, so we know: if the economy doesn’t work for working people, it just doesn’t work.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
71,"Who fights for working, hard-working Americans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
72,Democrats do.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
73,In the U.S.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
74,"House, Speaker Nancy Pelosi and Democrats passed a landmark bill on equal pay, another bill to give 30 million Americans a raise by increasing the minimum wage, and groundbreaking legislation to finally give Medicare the power to negotiate lower drug prices for America’s seniors and families.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
75,Those three bills and more than 275 other bipartisan bills are just gathering dust on Senate Majority Leader Mitch McConnell’s desk.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
76,"Senator McConnell, America needs you to move those bills.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
77,"Meanwhile, Democrats across the country are getting things done.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
78,Pennsylvania’s Governor Tom Wolf is expanding the right to overtime pay.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
79,"Michigan is, too.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
80,"Because if you’re on the clock, you deserve to get paid.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
81,Nevada Gov.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
82,Steve Sisolak and North Carolina Governor Roy Cooper are working to give hardworking teachers a raise.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
83,"And speaking of the classroom, Wisconsin governor Tony Evers unilaterally increased school funding by $65 million last year.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
84,"In Colorado, Governor Jared Polis has enacted free all day kindergarten, and in 29 states, we’ve helped pass minimum wage hikes into law, which will lift people out of poverty and improve lives for families.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
85,That’s strength.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
86,That’s action.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
87,"Democracy takes action, and that’s why I’m so inspired by young people.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
88,"They respond to mass shootings, demanding policies that make schools safer.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
89,"They react to a world that’s literally on fire, with fire in their bellies, to push leaders to finally take action on climate change.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
90,They take on a road filled with potholes with a shovel and some dirt.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
91,"It’s what gives me great confidence in our future, and it’s why sometimes, it feels like they’re the adults in the room.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
92,But it shouldn’t have to be that way.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
93,It’s not their mess to clean up.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
94,It’s ours.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
95,The choices we make today create their reality tomorrow.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
96,"Young people, I’m talking to you.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
97,And your parents and grandparents.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
98,Democrats want safe schools.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
99,"We want everyone to have a path to a good life, whether it’s through a union apprenticeship, a community college, a four-year university, without drowning in debt.",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
100,We want your water to be clean.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
101,"We want you to love who you love, and to live authentically as your true selves.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
102,And we want women to have autonomy over our bodies.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
103,"We want our country welcoming, and everyone’s vote counted.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
104,2020 is a big year.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
105,It’s the year my daughter Sherry will graduate from high school.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
106,"It’s also the year she’ll cast her first ballot, along with millions of young Americans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
107,The two things are connected.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
108,Because walking across a graduation stage is as important as walking into the voting booth for the first time.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
109,"Her future, all our kids’ futures, will be determined not just by their dreams, but by our actions.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
110,"As we witness the impeachment process in Washington, there are some things each of us, no matter our party, should demand.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
111,The truth matters.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
112,Facts matter.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
113,And no one should be above the law.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
114,It’s not what those senators say.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
115,"Tomorrow, it’s about what they do that matters.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
116,"Remember, listen to what people say but watch what they do.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
117,It’s time for action.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
118,Generations of Americans are counting on us.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
119,Let’s not let them down.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,"So first of all, thank you for having me, and I apologize for the delay.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,"I got off the flight and came right here, but we were delayed out of providence, and I guess they had a lot of weather in this area.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,So Im sorry for that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,I have decided to endorse Bloomberg for president for a few reasons.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
4,"One, I firmly believe he has the best chances of beating President Trump.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
5,And Im happy to go into that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,"But for me, that ought to be our top priority.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
7,"If thats not clear by now, anyone who watched the sham of an impeachment proceeding and a defiant partisan state of the Union knows that its time for a change.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
8,And I think Bloomberg has by far the best chances of beating him.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
9,"But secondly, you mentioned, you know, I was chair of the governors, you know, like governor Mike Bloomberg.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,"He has run things, very successfully.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,He has run a huge company that he started in a one room office.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12,And he ran the city of New York.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13,"New York City is the biggest, most complicated city in America",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
14,He ran it successfully for 12 years.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
15,"And, you know, frankly, like a lot of governors, you just have to deliver.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
16,"You cant offer pine sky promises that are unaffordable, that are never gonna come to be, that sound good on the stump.",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
17,"You have to fix the roads, provide healthcare, respond to people, make sure the trains are running on time, quite literally, you know, Subways in New York City.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,"And he did that, created a half a million jobs in his 10 years took over after nine-eleven when the city was on its knees and led a great resurgence.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,"So, apart from the fact that I like his chances in November, I think hes a great leader.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,And the presidents job is an executive job.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
21,"And so, I favor somebody who has a track record of running things.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
22,"You mentioned the Vice President Biden has supported me in the past, and I am an, I am an admirer of Vice President Biden and his service.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
23,"And, you know, you mentioned Pete Buttigieg, who is soaring.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
24,"I think he is a fantastic public servant too, but we have to be very real and very practical in 2020.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,We have to be focused on winning.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
26,"And for me, it was not that difficult to endorse Mike.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
27,"You know, it calls for difficult choices.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
28,It also calls for innovation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
29,We cant just keep doing things the same way.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30,"We have to deliver services in a different way, more efficiently, more effectively.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
31,"We have to partner with cities and towns, partner with businesses, partner with nonprofits.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
32,"Because, yes, we have to make cuts, yes, we have to balance a budget.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
33,"I presented a budget to my legislature a few weeks ago that is a balanced budget with no broad based tax increases, because I think thats very important.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
34,"But theres a lot of innovation in it, different ways of doing things, and a lot of investment, right.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
35,"So at the same time, we have a deficit and Im committed to not raising taxes, we also need to invest so that Rhode Islanders have opportunity.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
36,So the budget I presented calls for a 50 % increase in public pre-K classrooms.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
37,"I believe every, every four year old in Rhode Island ought to be able to go to pre-K for free.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
38,It calls again for two years tuition free community college for every high school graduate.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
39,"Something I started a few years ago, thats, you know, massively successful.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
40,It calls for big investments in housing.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
41,Housing is near crisis in Rhode Island in many places.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
42,"You know, prices of housing are going up twice as fast as wages.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
43,So how do you do it.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
44,Where do you find the money.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
45,One of our innovations in this budget is around Medicaid.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
46,"Medicaid is about a third of Rhode Islands budget, which is quite similar to most states that took Medicaid expansion, as you will know.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
47,"We have to figure out how to keep a lid on cost without hurting folks by cutting them off of healthcare, reducing eligibility.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
48,"So one innovative idea that I have in this years budget is to say that if youre a full-time employee, so you work for a company in Rhode Island but you make so little that youre a Medicaid eligible, and by the way, we have tens of thousands of people who fall into that category.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
49,"Full-time employees on Medicaid, and often food stamps.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
50,Were gonna say that the employer has to provide you with health insurance coverage.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
51,You have to take it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
52,"But if Medicaid is more generous than what your company provides, then well make up the gap.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
53,"So lets say you work for, I dont know, Walmart.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
54,"You work for Walmart, you live in Rhode Island, youre currently on Medicaid going forward.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
55,Walmart has to give you health insurance.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
56,You have to take it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
57,"But lets say Walmarts health insurance requires large copays, large premiums, out of pocket costs.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
58,"We, the state of Rhode Island, through an initiative called Right Share, well pay that for you.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
59,Well pay a copay.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
60,Well pay a premium.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
61,"So the employee is no worse off, but the employer doesnt get a free ride anymore on Medicaid.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
62,"Theyre gonna provide you with health insurance, and I think thatll make Rhode Island healthier.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
63,Itll certainly help our budget.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
64,Its many millions of dollars of savings.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
65,"And frankly, I just think its the right thing to do.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
66,"So let me say, its not that I want to, per se.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
67,"In fact, I, for the first four years of my term, you know, as governor, I resisted it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
68,I didnt support it myself.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
69,"And by the way, the reason to do it isnt revenue.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
70,"But the fact is, if youve been to Rhode Island, its a fantastic state, the ocean state, but its a tiny state.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
71,"Its small nestled between Connecticut, Massachusetts, and a couple of hour ride from New York.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
72,"Well, Massachusetts has legalized adult use marijuana.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
73,"Connecticuts about to, you know, like you said, New York, New Jersey are stones throw away.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
74,"So if you talk to the state troopers, the police on the highways, or you talk to teachers in schools, they will tell you: Governor, its here.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
75,"Whether you like it or not, it is here.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
76,From my office in the State House in Providence to the closest marijuana shop in Massachusetts is about a 10 minute drive.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
77,"Youre laughing, its a small state.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
78,So to pretend that we dont have adult use marijuana in Rhode Island is silly.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
79,"So what Ive said is: Okay, fine.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
80,"In light of that, lets do the right thing to keep Rhode Islanders safe.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
81,"This is about public health, public safety, safety.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
82,"And lets have a, you know, responsible way to regulate adult use Marijuana.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
83,"By the way, there isnt that much revenue in it, because the way that I propose it, were making, you know, increased investments in public awareness, increased investments in public health, increased investments in public safety, increased investments in social equity to try to make up for, frankly, many of the injustices and the way that weve done this country has done drug policing.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
84,"So at the end of the day, its not the money.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
85,"Its, for me, its just a realistic proposal to deal with whats there.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
86,"And I think Ive learned something as governor: Legislatures change their mind, and sometimes it takes more than a year to get a good idea done.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
87,"So Im asking them to hold hearings this year, do their job, study it, look at it, get smarter, see what they like, see what they dont like.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
88,"If we dont do it this year, maybe next year.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
89,"To my mind, its inevitable and we should just be smart about it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
